cca	0.007198073456790538
undermining	0.012610051725404173
cancel	0.020810278933782667
acutely	0.013654165542835038
conformed	0.0068081317327122505
impersonation	0.006742612757772673
spilling	0.004247199436725449
unavailable	0.03171931948703837
abrupt	0.007233735258070271
costing	0.01085460535897932
predispose	0.004747364294092329
nonenforcement	0.006219843418909177
descriptor	0.006681640895574625
spontaneous	0.006190057132786691
salary	0.0010346210619145647
pollution	0.0051032417430347966
naturalized	0.004698830668041189
pretend	0.012830239634953292
guards	0.01527238995815787
imperfect	0.005207415839003167
blameworthy	0.005478244436850727
pick	0.012142265441494798
exhaled	0.0028704215217040864
energy	0.00410371886949972
deference	0.033453319098119
blasts	0.03582413255414465
counters	0.013247182910173327
spreading	0.016950869732458247
carriers	0.017777831571172364
avoidance	0.012557605305502411
compassionate	0.005186969175246026
noscitur	0.05339593809055861
depictions	0.17116320457868014
nonviolent	0.03439560363327803
dismayed	0.013072423319778145
protective	0.015266130419133684
amusing	0.004239531580795773
grandiloquence	0.0010346210619145647
abductor	0.005602331577630686
bogus	0.053042745473936524
squatting	0.012219642709530078
role	0.02378386304763457
ejected	0.007233735258070271
replead	0.04512019956203579
detrimentally	0.01177280091617226
roll	0.021740307435910836
turn	0.021190433233745778
ceo	0.0010346210619145647
gold	0.029191485495957216
result	0.04260871988550255
golf	0.02369796750070994
selfish	0.004640139356665431
postings	0.009808141348882587
resuscitation	0.01683088720797915
behaviorally	0.013072423319778145
flip	0.007310459185113683
staircase	0.023430716908487522
resume	0.006339598920629934
nonexpressive	0.004669126079917369
posture	0.01963429360524257
truncated	0.008785060000160234
artistic	0.02022170505340835
readministered	0.004959685113775204
eating	0.005596184044266452
neighbor	0.015756865960680606
bookended	5.020080321285141E-5
entering	0.02079843909263668
outdoors	0.06099723006347387
readers	0.012337050018695546
preliminarily	0.007019216665856308
gunshots	0.02208694859301306
information	0.07291405542791839
dogged	9.70225218197615E-4
adrian	0.0025481015896041555
straining	0.003998781329292354
powered	0.008148977538509223
shoals	5.424109325637079E-4
uprising	0.004458841498765125
good	0.025710338533997262
empty	0.012344172182059946
faithful	0.008137663573133651
amounted	0.011817456675931894
suffered	0.027427827357784
besides	0.008686230371483888
myriad	0.01017891960366507
serious	0.03506594961526735
thereunder	0.023504769884658893
misleadingly	0.0026564146212414257
erratic	0.011308207912724596
delivering	0.007280061705522565
suspecting	0.015903961628771487
informative	0.053042745473936524
gone	0.0122149416295979
divergence	0.00883524022734966
walked	0.030504972649332877
slaying	0.012240651206826592
categorically	0.017347776551690463
scholars	0.004700278612973342
rosemond	0.007856121020813008
enjoined	0.003250198364492379
ascend	5.020080321285141E-5
aligning	0.010953072737451976
rumely	0.0034885882191337024
disturbed	0.01289101238097707
verifiably	0.004669126079917369
rope	0.005191623692063786
effecting	0.006309887442044256
clinging	0.005691716181074889
reindict	0.006405667061195585
representation	0.03927659298718989
embody	0.010765617497602633
standardless	0.011080605856026212
welter	0.009256574480358114
verifiable	0.01149237170439802
motive	0.024175044008042473
thieves	0.018669858564666655
shrinks	0.009128084306233913
root	0.012866915702826397
deliberated	0.017889954761287484
multiply	0.002400248661802302
depriving	0.013031490996026091
conducive	0.006046239117999607
umbrella	0.004863842189406114
caliber	0.019939624311162477
curative	0.013381864967388963
quarters	0.00940229759186858
raffle	0.005730965145161253
multiple	0.02465857701690408
congressmen	0.006232576271361298
permissibly	0.0181919256192287
room	0.030881985880678132
better	0.01800829743776753
lawmaking	0.013197783768128931
intemperate	0.0034885882191337024
allegations	0.021310174665286112
puncture	0.004747364294092329
permissible	0.01673192786911488
cancer	0.008463120881664173
passant	0.011042711894677159
taking	0.020796168771926297
presentence	0.045652129368306586
terrifying	0.004877357328758041
breadth	0.01048320615053492
voters	0.009841362264557346
illuminates	7.703664304187066E-4
pile	0.004747364294092329
discharges	0.011552616081095805
predisposed	0.012888265937181785
investigatory	0.019315950019827634
pill	0.010528969912233016
unrecovered	0.008100450398505862
frustrations	0.002400248661802302
investigators	0.016945394030042474
discharged	0.01675598711788935
chills	0.00810974707476935
flashing	0.03582413255414465
flow	0.014254249032947313
gory	0.006826674811305875
reminds	0.004451891566427413
order	0.05850827026324088
protecting	0.014879767686844646
pike	0.009186948911386402
reformed	0.007019216665856308
reform	0.010126023558754783
remit	0.027516587060831203
malevolent	0.011081406635851958
ensue	0.00844514596021271
littering	0.0077861174954083475
coach	0.015904036385791315
women	0.042996101619503034
subsection	0.06785706653501727
woman	0.03732839453888196
dumps	0.005478244436850727
protection	0.028611779988478206
pins	0.008574977639235232
footsteps	0.018251570114132833
bothering	0.008834024909412446
unforgettable	0.0034885882191337024
cameras	0.009790063906023052
misappropriates	0.011045831458501718
miscarriages	0.006190057132786691
eschewing	0.013006620624018521
syndrome	0.02775368097939914
honesty	0.008001257457875402
rosy	0.004287690724983628
loyalists	9.70225218197615E-4
rote	0.009057595369241982
redundancy	0.030945348220156998
kentucky	0.019966345535894853
taller	0.0432728282840345
avail	0.011240035300570998
gaming	0.003461686219172009
backlogs	0.0044004102105536964
implications	0.009743067839109238
question	0.07972910294704594
additions	0.011347004304225845
impoverish	0.01046108175309928
beholden	0.005384291081908861
nonpunishable	0.004239531580795773
intellectual	0.17643766246871398
wishing	0.011902979435559567
interchangeable	0.019730857915626385
picture	0.028558912515411924
comparator	0.00415865966278748
interchangeably	0.0072531172858480005
coa	0.01863091021871398
ejusdem	0.05608414721338128
stressful	0.011904902524844309
rose	0.024116683697494007
officious	0.0011350495607571282
thousand	0.006844139384507097
resurrect	0.018366708345441837
com	0.007397273445593071
hindering	0.012027311790991748
rooting	0.011951942551720668
criticizing	0.009327568309677868
findings	0.044545837722602594
homicide	0.024158719811415832
bruise	0.05333135381454659
abilities	0.010463322360369537
chloride	0.011294940830714837
pipe	0.004842338229501222
clinicians	0.026937711952837673
representative	0.020265336034854625
circumstances	0.05802842985973356
timed	0.014789609728874322
sneaks	0.00980080500414621
initials	0.0034495533582208308
conveniently	0.0021044302330001656
empaneled	0.02922501665508418
devising	0.005720501275053254
badgering	0.023657787729767177
pernicious	0.009560749187872692
mystifying	0.011308207912724596
plenty	0.006025342566706984
incurs	0.011350977310009131
defeats	0.019969221828255168
mapped	0.019505152988660467
criminalizing	0.010395704929850614
rarity	0.008969545754457905
specialized	0.0162534402194113
became	0.022873428928593308
